_id,Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min
66c8625d1f6f777dbd0dbff8,SpiceJet,Kolkata,Banglore,CCU ? BLR,150,0,No check-in baggage included,3841.0,21,6,17,10,19,40
66c8625d1f6f777dbd0dc019,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,5755.0,24,5,9,10,10,40
66c8625d1f6f777dbd0dc026,IndiGo,Delhi,Cochin,DEL ? COK,195,0,No info,5601.0,21,5,5,35,8,50
66c8625d1f6f777dbd0dc036,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,520,1,No info,8625.0,27,5,10,35,19,15
66c8625d1f6f777dbd0dc03c,IndiGo,Banglore,Delhi,BLR ? DEL,170,0,No info,3943.0,3,4,22,10,1,0
66c8625d1f6f777dbd0dc03f,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,660,1,No info,14924.0,12,6,8,0,19,0
66c8625d1f6f777dbd0dc040,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,620,1,No info,18371.0,27,6,2,15,12,35
66c8625d1f6f777dbd0dc059,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,945,1,No info,13941.0,9,5,16,30,8,15
66c8625d1f6f777dbd0dc06b,IndiGo,Kolkata,Banglore,CCU ? BLR,165,0,No info,4804.0,12,5,9,35,12,20
66c8625d1f6f777dbd0dc06e,SpiceJet,Kolkata,Banglore,CCU ? BLR,145,0,No info,3873.0,27,6,9,0,11,25
66c8625d1f6f777dbd0dc07d,Air India,Kolkata,Banglore,CCU ? BLR,150,0,No info,5510.0,27,5,14,15,16,45
66c8625d1f6f777dbd0dc082,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1390,2,No info,15129.0,27,5,13,25,12,35
66c8625d1f6f777dbd0dc0b8,IndiGo,Kolkata,Banglore,CCU ? BLR,165,0,No info,4174.0,15,4,9,35,12,20
66c8625d1f6f777dbd0dbf42,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,810,1,No info,6093.0,3,6,7,30,21,0
66c8625d1f6f777dbd0dbf45,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1425,1,No info,14714.0,6,6,19,15,19,0
66c8625d1f6f777dbd0dbf59,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,590,1,No info,12681.0,1,4,8,25,18,15
66c8625d1f6f777dbd0dbf70,Air India,Kolkata,Banglore,CCU ? GAU ? BLR,1700,1,No info,7452.0,1,5,16,45,21,5
66c8625d1f6f777dbd0dbf8f,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,730,1,No info,13378.0,21,3,7,5,19,15
66c8625d1f6f777dbd0dbfa5,Air Asia,Kolkata,Banglore,CCU ? BLR,155,0,No info,4384.0,18,3,10,20,12,55
66c8625d1f6f777dbd0dbfa6,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,600,1,No info,14714.0,12,6,9,0,19,0
66c8625d1f6f777dbd0dbfb9,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,630,1,In-flight meal not included,6943.0,27,5,15,0,1,30
66c8625d1f6f777dbd0dbfbc,IndiGo,Banglore,New Delhi,BLR ? DEL,170,0,No info,8033.0,15,3,16,55,19,45
66c8625d1f6f777dbd0dbfce,Air India,Banglore,New Delhi,BLR ? GAU ? DEL,1730,1,No info,11161.0,18,3,13,50,18,40
66c8625d1f6f777dbd0dbff1,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,1220,2,No info,10975.0,15,5,13,5,9,25
66c8625d1f6f777dbd0dbff7,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,675,1,No info,19332.0,9,3,8,0,19,15
66c8625d1f6f777dbd0dc008,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,885,1,No info,6558.0,21,3,7,35,22,20
66c8625d1f6f777dbd0dc016,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,740,1,In-flight meal not included,9899.0,12,6,8,25,20,45
66c8625d1f6f777dbd0dc01e,SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,315,1,No info,5583.0,1,6,6,5,11,20
66c8625d1f6f777dbd0dc030,IndiGo,Banglore,Delhi,BLR ? DEL,175,0,No info,4823.0,27,6,18,25,21,20
66c8625d1f6f777dbd0dc034,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,740,1,In-flight meal not included,10844.0,9,5,8,25,20,45
66c8625d1f6f777dbd0dc07b,Air Asia,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,500,2,No info,6810.0,6,6,15,10,23,30
66c8625d1f6f777dbd0dc07f,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,540,1,No info,6723.0,24,6,7,10,16,10
66c8625d1f6f777dbd0dc08a,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,No info,8016.0,24,6,19,50,22,50
66c8625d1f6f777dbd0dc095,IndiGo,Banglore,Delhi,BLR ? DEL,180,0,No info,3943.0,3,4,21,15,0,15
66c8625d1f6f777dbd0dc099,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1330,1,In-flight meal not included,9663.0,9,6,6,30,4,40
66c8625d1f6f777dbd0dc0ac,Air India,Banglore,Delhi,BLR ? DEL,165,0,No info,8273.0,24,5,6,10,8,55
66c8625d1f6f777dbd0dc0d5,Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,810,2,No info,10697.0,21,5,8,20,21,50
66c8625d1f6f777dbd0dc0c4,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,690,1,In-flight meal not included,12384.0,9,5,9,35,21,5
66c8625d1f6f777dbd0dc0c3,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,270,1,No info,4812.0,1,4,8,45,13,15
66c8625d1f6f777dbd0dc0d3,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1410,2,No info,10651.0,1,6,19,45,19,15
66c8625d1f6f777dbd0dc0c8,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1760,2,No info,15129.0,9,5,23,5,4,25
66c8625d1f6f777dbd0dc0dd,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,90,0,No check-in baggage included,1965.0,6,6,22,45,0,15
66c8625d1f6f777dbd0dc0c1,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,465,1,No info,14533.0,18,5,11,30,19,15
66c8625d1f6f777dbd0dc0d7,IndiGo,Chennai,Kolkata,MAA ? CCU,145,0,No info,3540.0,27,6,5,15,7,40
66c8625d1f6f777dbd0dc0d9,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,480,1,No info,15147.0,6,3,7,30,15,30
66c8625d1f6f777dbd0dc0c5,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,1180,2,No info,8603.0,6,6,12,0,7,40
66c8625d1f6f777dbd0dc0da,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,No info,8016.0,27,6,8,20,11,20
66c8625d1f6f777dbd0dc0d2,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,85,0,In-flight meal not included,4995.0,18,6,7,5,8,30
66c8625d1f6f777dbd0dc0c2,Air India,Delhi,Cochin,DEL ? BLR ? COK,875,1,No info,7258.0,6,6,17,40,8,15
66c8625d1f6f777dbd0dc0dc,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,895,1,No info,6104.0,27,5,10,35,1,30
66c8625d1f6f777dbd0dc0db,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,2437.0,24,5,21,20,22,50
66c8625d1f6f777dbd0dc0be,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,In-flight meal not included,4030.0,6,5,17,45,20,45
66c8625d1f6f777dbd0dc0e0,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,No info,8016.0,1,6,19,50,22,50
66c8625d1f6f777dbd0dc0c7,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,570,1,No info,14231.0,24,3,13,55,23,25
66c8625d1f6f777dbd0dc0e1,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,720,1,No info,10197.0,9,5,7,0,19,0
66c8625d1f6f777dbd0dc0bd,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,No info,7229.0,1,4,17,45,20,45
66c8625d1f6f777dbd0dc0c6,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,435,2,No info,8603.0,6,6,12,0,19,15
66c8625d1f6f777dbd0dc0d1,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1555,1,No info,9397.0,9,6,7,10,9,5
66c8625d1f6f777dbd0dc0e2,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,665,1,In-flight meal not included,10844.0,1,5,21,10,8,15
66c8625d1f6f777dbd0dc0e3,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1570,1,No info,12692.0,9,6,17,0,19,10
66c8625d1f6f777dbd0dc0cc,SpiceJet,Kolkata,Banglore,CCU ? BLR,155,0,No info,3873.0,24,4,6,55,9,30
66c8625d1f6f777dbd0dc0cb,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,1620,2,No info,13292.0,9,6,9,35,12,35
66c8625d1f6f777dbd0dc0c9,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,625,1,No info,11410.0,1,6,20,45,7,10
66c8625d1f6f777dbd0dc0de,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,480,1,No info,7408.0,12,6,13,0,21,0
66c8625d1f6f777dbd0dc0ce,SpiceJet,Kolkata,Banglore,CCU ? KNU ? BLR,435,1,No info,8479.0,9,6,11,35,18,50
66c8625d1f6f777dbd0dc0cf,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,840,1,No info,14151.0,24,5,9,35,23,35
66c8625d1f6f777dbd0dc0d0,Air India,Banglore,Delhi,BLR ? DEL,165,0,No info,5228.0,24,4,6,10,8,55
66c8625d1f6f777dbd0dc0d4,Air Asia,Banglore,Delhi,BLR ? DEL,170,0,No info,4282.0,3,4,4,55,7,45
66c8625d1f6f777dbd0dc0df,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,4049.0,18,6,6,25,7,55
66c8625d1f6f777dbd0dc0ca,Air India,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,1475,2,No info,12725.0,12,3,8,50,9,25
66c8625d1f6f777dbd0dc0cd,IndiGo,Chennai,Kolkata,MAA ? CCU,140,0,No info,3850.0,15,6,7,55,10,15
66c8625d1f6f777dbd0dc0d6,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1730,1,In-flight meal not included,9314.0,21,5,9,35,14,25
66c8625d1f6f777dbd0dc0d8,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1595,2,No info,9443.0,12,6,16,40,19,15
66c8625d1f6f777dbd0dc0bf,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,635,1,No info,14871.0,3,3,15,0,1,35
66c8625d1f6f777dbd0dc0c0,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,520,1,In-flight meal not included,12898.0,27,5,19,45,4,25
66c8625d1f6f777dbd0dc0e4,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,475,1,No info,14781.0,6,5,8,25,16,20
66c8625e1f6f777dbd0dc0ea,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,825,1,In-flight meal not included,12898.0,27,5,22,50,12,35
66c8625e1f6f777dbd0dc0e9,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,280,1,No info,12295.0,12,3,9,45,14,25
66c8625e1f6f777dbd0dc0ee,GoAir,Delhi,Cochin,DEL ? AMD ? COK,370,1,No info,4692.0,24,4,7,25,13,35
66c8625e1f6f777dbd0dc0e6,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,No info,7229.0,27,5,8,20,11,20
66c8625e1f6f777dbd0dc0f9,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,575,1,In-flight meal not included,9314.0,1,4,9,35,19,10
66c8625e1f6f777dbd0dc108,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1350,1,No info,8366.0,9,5,9,25,7,55
66c8625e1f6f777dbd0dc0ec,Air Asia,Banglore,Delhi,BLR ? DEL,170,0,No info,4483.0,15,4,23,55,2,45
66c8625e1f6f777dbd0dc0f5,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,680,1,No info,15135.0,3,3,7,30,18,50
66c8625e1f6f777dbd0dc0fd,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,520,1,In-flight meal not included,11848.0,9,3,19,45,4,25
66c8625e1f6f777dbd0dc107,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,1480,2,No info,14300.0,27,6,18,20,19,0
66c8625e1f6f777dbd0dc10b,IndiGo,Kolkata,Banglore,CCU ? GAU ? BLR,320,1,No info,8567.0,1,4,15,10,20,30
66c8625e1f6f777dbd0dc10c,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,925,1,No info,9646.0,15,6,7,5,22,30
66c8625e1f6f777dbd0dc112,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,455,1,No info,7038.0,1,6,14,55,22,30
66c8625e1f6f777dbd0dc123,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,1300,2,No info,13376.0,15,6,6,45,4,25
66c8625e1f6f777dbd0dc0ff,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,3342.0,1,4,9,10,10,40
66c8625e1f6f777dbd0dc0e5,GoAir,Kolkata,Banglore,CCU ? BOM ? BLR,495,1,No info,7335.0,24,5,23,30,7,45
66c8625e1f6f777dbd0dc0f2,Jet Airways,Delhi,Cochin,DEL ? MAA ? BOM ? COK,1600,2,No info,13180.0,21,3,16,10,18,50
66c8625e1f6f777dbd0dc0fb,Air India,Delhi,Cochin,DEL ? BOM ? COK,615,1,No info,10454.0,1,6,9,0,19,15
66c8625e1f6f777dbd0dc110,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,395,1,In-flight meal not included,13994.0,9,6,17,0,23,35
66c8625e1f6f777dbd0dc114,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,660,1,No info,7408.0,9,6,10,0,21,0
66c8625e1f6f777dbd0dc11d,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,80,0,No check-in baggage included,2385.0,18,3,13,10,14,30
66c8625e1f6f777dbd0dc0fe,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,750,1,No info,6416.0,1,6,8,30,21,0
66c8625e1f6f777dbd0dc101,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,1185,2,No info,14960.0,12,6,16,45,12,30
66c8625e1f6f777dbd0dc106,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,630,1,No info,8266.0,9,5,8,45,19,15
66c8625e1f6f777dbd0dc10d,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,1275,2,No info,8341.0,9,4,22,0,19,15
66c8625e1f6f777dbd0dc0ef,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,725,1,No info,13555.0,18,3,21,25,9,30
66c8625e1f6f777dbd0dc0f0,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,630,1,No info,6270.0,9,4,15,0,1,30
66c8625e1f6f777dbd0dc0f1,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1285,1,No info,13584.0,6,5,18,55,16,20
66c8625e1f6f777dbd0dc0f8,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,750,1,In-flight meal not included,12384.0,18,5,9,35,22,5
66c8625e1f6f777dbd0dc0fc,Air India,Delhi,Cochin,DEL ? BOM ? COK,520,1,No info,8372.0,18,5,23,0,7,40
66c8625e1f6f777dbd0dc102,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,665,1,No info,6818.0,15,6,5,5,16,10
66c8625e1f6f777dbd0dc10f,SpiceJet,Chennai,Kolkata,MAA ? CCU,140,0,No check-in baggage included,3543.0,21,6,17,45,20,5
66c8625e1f6f777dbd0dc11f,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1005,1,In-flight meal not included,10262.0,15,6,2,15,19,0
66c8625e1f6f777dbd0dc122,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,705,1,No info,6838.0,9,6,9,15,21,0
66c8625e1f6f777dbd0dc115,IndiGo,Banglore,Delhi,BLR ? DEL,180,0,No info,3943.0,15,6,21,15,0,15
66c8625e1f6f777dbd0dc121,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1605,1,No info,14231.0,24,3,16,55,19,40
66c8625e1f6f777dbd0dc0e7,Vistara,Banglore,New Delhi,BLR ? DEL,175,0,No info,4353.0,24,3,21,10,0,5
66c8625e1f6f777dbd0dc11b,Air India,Mumbai,Hyderabad,BOM ? HYD,80,0,No info,3100.0,6,6,6,20,7,40
66c8625e1f6f777dbd0dc0e8,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,735,1,No info,13941.0,18,5,20,0,8,15
66c8625e1f6f777dbd0dc0f7,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1005,1,In-flight meal not included,10262.0,27,6,2,15,19,0
66c8625e1f6f777dbd0dc111,IndiGo,Banglore,New Delhi,BLR ? DEL,170,0,No info,4777.0,24,3,4,0,6,50
66c8625e1f6f777dbd0dc105,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,455,1,No info,7038.0,3,6,14,55,22,30
66c8625e1f6f777dbd0dc0eb,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,930,1,No info,7927.0,9,5,7,10,22,40
66c8625e1f6f777dbd0dc10a,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1555,1,No info,8452.0,6,6,7,10,9,5
66c8625e1f6f777dbd0dc0ed,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,405,1,No info,19225.0,6,3,11,40,18,25
66c8625e1f6f777dbd0dc0fa,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1500,1,In-flight meal not included,9314.0,6,5,17,0,18,0
66c8625e1f6f777dbd0dc0f6,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,570,1,In-flight meal not included,15136.0,6,3,11,30,21,0
66c8625e1f6f777dbd0dc104,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1610,1,No info,14388.0,21,5,6,30,9,20
66c8625e1f6f777dbd0dc120,Air India,Kolkata,Banglore,CCU ? IXR ? BBI ? BLR,445,2,No info,7662.0,24,5,5,50,13,15
66c8625e1f6f777dbd0dc118,IndiGo,Banglore,Delhi,BLR ? DEL,170,0,No info,4423.0,15,4,10,10,13,0
66c8625e1f6f777dbd0dc124,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1680,1,In-flight meal not included,10262.0,24,6,15,0,19,0
66c8625e1f6f777dbd0dc0f3,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1295,1,No info,14151.0,12,5,20,25,18,0
66c8625e1f6f777dbd0dc0f4,Vistara,Delhi,Cochin,DEL ? COK,190,0,No info,6216.0,12,5,6,0,9,10
66c8625e1f6f777dbd0dc10e,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1530,1,In-flight meal not included,12373.0,9,5,17,30,19,0
66c8625e1f6f777dbd0dc117,SpiceJet,Kolkata,Banglore,CCU ? BLR,155,0,No info,3873.0,27,5,6,55,9,30
66c8625e1f6f777dbd0dc119,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,1125,2,No info,15129.0,27,5,9,40,4,25
66c8625e1f6f777dbd0dc11a,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,755,1,No info,8285.0,21,3,8,25,21,0
66c8625e1f6f777dbd0dc11e,Jet Airways,Kolkata,Banglore,CCU ? GAU ? BLR,435,1,No info,11316.0,6,6,10,20,17,35
66c8625e1f6f777dbd0dc100,Jet Airways,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,1495,2,In-flight meal not included,10118.0,6,6,6,30,7,25
66c8625e1f6f777dbd0dc103,Air India,Kolkata,Banglore,CCU ? BLR,150,0,No info,5510.0,12,6,14,15,16,45
66c8625e1f6f777dbd0dc109,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,695,1,No info,17261.0,6,3,22,50,10,25
66c8625e1f6f777dbd0dc116,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1225,1,No info,15974.0,6,3,8,0,4,25
66c8625e1f6f777dbd0dc113,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,3175.0,3,4,16,55,18,25
66c8625e1f6f777dbd0dc11c,Air India,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,1475,2,No info,25430.0,1,3,8,50,9,25
66c8625e1f6f777dbd0dc128,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,90,0,In-flight meal not included,4050.0,15,6,10,20,11,50
66c8625e1f6f777dbd0dc13e,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1200,1,In-flight meal not included,7832.0,21,3,11,40,7,40
66c8625e1f6f777dbd0dc12c,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,455,1,No info,14189.0,21,3,20,50,4,25
66c8625e1f6f777dbd0dc125,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,480,1,No info,8574.0,27,3,7,30,15,30
66c8625e1f6f777dbd0dc140,Air India,Delhi,Cochin,DEL ? COK,170,0,No info,6094.0,27,4,5,10,8,0
66c8625e1f6f777dbd0dc146,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,890,1,No info,14871.0,3,3,10,45,1,35
66c8625e1f6f777dbd0dc15d,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1425,1,No info,14714.0,1,6,19,15,19,0
66c8625e1f6f777dbd0dc129,GoAir,Banglore,Delhi,BLR ? DEL,175,0,No info,6722.0,12,4,7,45,10,40
66c8625e1f6f777dbd0dc12d,SpiceJet,Kolkata,Banglore,CCU ? BLR,150,0,No check-in baggage included,3841.0,24,5,17,10,19,40
66c8625e1f6f777dbd0dc12f,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,520,1,No info,7155.0,27,6,10,35,19,15
66c8625e1f6f777dbd0dc13f,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1430,1,In-flight meal not included,8586.0,21,5,8,25,8,15
66c8625e1f6f777dbd0dc148,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,305,1,No info,36235.0,1,3,14,5,19,10
66c8625e1f6f777dbd0dc160,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,545,1,No info,8576.0,12,5,9,25,18,30
66c8625e1f6f777dbd0dc161,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1495,1,In-flight meal not included,10031.0,24,3,19,45,20,40
66c8625e1f6f777dbd0dc133,Jet Airways,Banglore,Delhi,BLR ? DEL,180,0,In-flight meal not included,4544.0,9,5,8,20,11,20
66c8625e1f6f777dbd0dc134,Air India,Banglore,New Delhi,BLR ? AMD ? DEL,1200,1,1 Long layover,14752.0,1,3,0,30,20,30
66c8625e1f6f777dbd0dc145,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,1275,2,No info,10441.0,6,6,22,0,19,15
66c8625e1f6f777dbd0dc150,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1525,1,In-flight meal not included,10844.0,9,6,21,10,22,35
66c8625e1f6f777dbd0dc15c,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,420,1,No info,13587.0,15,6,14,0,21,0
66c8625e1f6f777dbd0dc132,IndiGo,Banglore,Delhi,BLR ? DEL,175,0,No info,4823.0,18,5,18,55,21,50
66c8625e1f6f777dbd0dc147,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,660,1,No info,15554.0,18,5,8,0,19,0
66c8625e1f6f777dbd0dc162,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,1430,2,No info,12819.0,24,6,19,10,19,0
66c8625e1f6f777dbd0dc137,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,505,1,No info,11098.0,9,6,10,35,19,0
66c8625e1f6f777dbd0dc159,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,415,1,No info,7006.0,21,5,18,35,1,30
66c8625e1f6f777dbd0dc149,IndiGo,Mumbai,Hyderabad,BOM ? HYD,90,0,No info,3175.0,24,3,16,55,18,25
66c8625e1f6f777dbd0dc15f,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,330,1,In-flight meal not included,10262.0,6,6,7,5,12,35
66c8625e1f6f777dbd0dc163,GoAir,Delhi,Cochin,DEL ? AMD ? COK,370,1,No info,5052.0,15,4,7,25,13,35
66c8625e1f6f777dbd0dc164,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1455,1,No info,22270.0,1,3,8,0,8,15
66c8625e1f6f777dbd0dc12e,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,875,1,In-flight meal not included,8586.0,9,5,14,5,4,40
66c8625e1f6f777dbd0dc138,Air India,Mumbai,Hyderabad,BOM ? HYD,75,0,No info,2575.0,27,3,19,30,20,45
66c8625e1f6f777dbd0dc13a,IndiGo,Banglore,New Delhi,BLR ? DEL,170,0,No info,14306.0,1,3,18,55,21,45
66c8625e1f6f777dbd0dc13b,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,395,1,No info,15554.0,18,5,21,50,4,25
66c8625e1f6f777dbd0dc142,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,1375,2,In-flight meal not included,10368.0,9,6,5,30,4,25
66c8625e1f6f777dbd0dc131,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,685,1,No info,14571.0,6,6,8,25,19,50
66c8625e1f6f777dbd0dc12a,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1220,1,In-flight meal not included,10844.0,9,6,20,0,16,20
66c8625e1f6f777dbd0dc141,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,810,2,No info,13292.0,24,6,5,30,19,0
66c8625e1f6f777dbd0dc135,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,1700,2,No info,11542.0,9,5,9,25,13,45
66c8625e1f6f777dbd0dc14e,Air Asia,Banglore,New Delhi,BLR ? DEL,165,0,No info,5615.0,9,3,23,25,2,10
66c8625e1f6f777dbd0dc136,Jet Airways,Delhi,Cochin,DEL ? COK,195,0,In-flight meal not included,7202.0,21,5,9,50,13,5
66c8625e1f6f777dbd0dc139,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,755,1,No info,6673.0,27,3,13,0,1,35
66c8625e1f6f777dbd0dc14f,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,395,1,No info,7845.0,27,3,19,0,1,35
66c8625e1f6f777dbd0dc151,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,460,1,No info,27210.0,15,3,21,25,5,5
66c8625e1f6f777dbd0dc152,IndiGo,Kolkata,Banglore,CCU ? BLR,150,0,No info,4174.0,6,4,14,25,16,55
66c8625e1f6f777dbd0dc126,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,615,1,In-flight meal not included,7832.0,9,3,21,25,7,40
66c8625e1f6f777dbd0dc130,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,590,1,In-flight meal not included,9899.0,12,6,8,25,18,15
66c8625e1f6f777dbd0dc13c,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1730,1,In-flight meal not included,9314.0,15,5,9,35,14,25
66c8625e1f6f777dbd0dc14d,IndiGo,Delhi,Cochin,DEL ? COK,195,0,No info,6015.0,3,6,14,25,17,40
